1   ,Anika     ,Brown      ,2,Arts and Sciences BASc                                                    ,"Student Action for Refugees Society, Sudanese Society, Hockey Club (Men's)"                                        ,Study    ,Conferences and Room Bookings 1-19 Torrington Place                ,0
121 ,Sophia    ,Rangel     ,4,Scandinavian Studies with Management Studies BA                           ,"Art Business Society, Hip-Hop and RnB Society"                                                                     ,Study    ,Research 2 Taviton Street                                          ,1
122 ,Reece     ,Delgado    ,1,Education Studies BA                                                      ,"Ghana Society, Asian Social Network Society"                                                                       ,Study    ,UCL Shop Wilkins (South Wing)                                      ,0
123 ,Malik     ,Cameron    ,1,Professional Policing BSc                                                 ,Baseball Club                                                                                                       ,Socialize,Bartlett School of Planning Central House                          ,1
124 ,Jaeden    ,Cooper     ,1,Geology BSc                                                               ,"Alcohol-Free Society, Live Music Society, Sexpression Society"                                                     ,Food     ,Clinical Operational Research Unit 4 Taviton Street                ,0
125 ,Pablo     ,Benitez    ,4,Archaeology BA                                                            ,                                                                                                                    ,Study    ,Biomedical Sciences Faculty Office 74 Huntley Street               ,1
126 ,Brooklyn  ,Smith      ,4,Classics with Study Abroad BA                                             ,"Yoga and Meditation Club, MDs Comedy Revue (RUMS)"                                                                 ,Study    ,NPP 1 Medical Sciences                                             ,1
127 ,Cherish   ,Campbell   ,3,Theoretical Physics MSci                                                  ,                                                                                                                    ,Food     ,Wellcome Trust Headquarters 215 Euston Road                        ,0
128 ,Kristina  ,Hubbard    ,1,Economics with a Year Abroad BSc (Econ)                                   ,"Aikido Club, Czech and Slovak Society, Ahlul-Bayt Society"                                                         ,Study    ,"Ifor Evans Hall Camden Road, "                                    ,1
129 ,Josie     ,Rios       ,3,Professional Policing BSc                                                 ,                                                                                                                    ,Food     ,SUUCL - The Huntley 23 Gower Place                                 ,1
130 ,Eva       ,Lane       ,3,Physics MSci                                                              ,                                                                                                                    ,Food     ,Built Environment Faculty Office 122 Gordon Street                 ,0
131 ,Madilynn  ,Shaw       ,2,Chemical Engineering MEng                                                 ,"Volunteering Society, Azerbaijan Society"                                                                          ,Food     ,CHIME (Inst. of Health Informatics) 222 Euston Road                ,0
132 ,Angelo    ,Barry      ,1,Mathematics with Modern Languages BSc                                     ,"Dancing Le Rock Society, Retail and Luxury Business Society, Lacrosse Club (Men's)"                                ,Study    ,Jeffery Hall LT Institute of Education                             ,0
133 ,Augustus  ,Carrillo   ,4,Economics with a Year Abroad BSc (Econ)                                   ,Floorball Club                                                                                                      ,Socialize,European Research & Innovation Maple House                         ,0
134 ,Ayla      ,Roman      ,4,Mathematics and Statistical Science MSci                                  ,"Law for All Society, Photo Society"                                                                                ,Socialize,Student Funding Student Centre                                     ,0
135 ,Kolton    ,Fields     ,4,Medical Sciences and Engineering MSci                                     ,"Economics and Finance Society, Buddhist Society, Golf Club"                                                        ,Food     ,Science Library DMS Watson                                         ,0
136 ,Garrett   ,Roberts    ,2,Sociology BSc                                                             ,Medieval Society                                                                                                    ,Socialize,Chandler House 101/G1 Chandler House                               ,1
137 ,Chanel    ,Collier    ,2,Chemistry MSci                                                            ,Labour Society                                                                                                      ,Socialize,Earth Sciences Kathleen Lonsdale                                   ,1
138 ,Moriah    ,Patrick    ,3,"Statistics, Economics and a Language BSc"                                ,"Design Thinking Society, Sexpression Society"                                                                      ,Socialize,Torrington LT 115 1-19 Torrington Place                            ,0
139 ,Margaret  ,Pace       ,1,English and German Law Dual Degree LLB                                    ,"Bangla Society, Leading Women Society, Greenough Society"                                                          ,Study    ,Oncology 72 Huntley Street                                         ,0
140 ,Zion      ,Prince     ,1,Geology MSci                                                              ,                                                                                                                    ,Study    ,Haemostatis Research Unit 51 Chenies Mews                          ,1
141 ,Pierce    ,Villa      ,1,Archaeology with a Year Abroad BA                                         ,"MedTech Society, Sports Business Society"                                                                          ,Study    ,ISD (Information Services Division) 1 St Martin’s le Gr            ,0
142 ,Quinton   ,Skinner    ,3,Earth Sciences (International Programme) MSci                             ,Indian Society                                                                                                      ,Food     ,Support Services (LTSS) Cruciform (basement)                       ,0
143 ,Semaj     ,Joseph     ,4,Classical Archaeology and Classical Civilisation BA                       ,                                                                                                                    ,Socialize,Cell & Developmental Biology (CDB) 1 Anatomy                       ,1
144 ,Kody      ,Moran      ,2,"Politics, Sociology and East European Studies with a Year Abroad BA"     ,"Student Parents and Carers Society, Pakistan Society, Indonesian Society"                                          ,Food     ,Structural & Molecular Biology (SMB) Darwin                        ,1
145 ,Meredith  ,Burgess    ,1,Medicinal Chemistry MSci                                                  ,"Amateur Boxing Club, Rugby Club (Women's)"                                                                         ,Study    ,Development Planning Unit (DPU) 34 Tavistock Square                ,1
146 ,Solomon   ,Rogers     ,4,Mathematics with Modern Languages BSc                                     ,                                                                                                                    ,Food     ,Birkbeck College LT’s Birckbeck College                            ,0
147 ,Aydan     ,Hampton    ,1,Electronic and Electrical Engineering MEng                                ,"Bar Society, Anime Society"                                                                                        ,Socialize,Geological Collections (Rock Room) South Wing                      ,1
148 ,Russell   ,Thornton   ,2,Earth Sciences BSc                                                        ,Lifestyle Medicine Society                                                                                          ,Food     ,Public & Cultural Engagement (PACE) Bidborough House               ,0
149 ,Quentin   ,Peters     ,4,Ancient World with a Year Abroad BA                                       ,Sikh Society                                                                                                        ,Food     ,CLORE LT CLORE                                                     ,1
